,Ticker,Breakdown,Recent,Before_1,Before_2,Before_3
997,EL,changeInCash,-963000000.0,-1441000000.0,854000000.0,1278000000.0
998,EL,repurchaseOfStock,-557000000.0,-417000000.0,-214000000.0,-77000000.0
999,EL,effectOfExchangeRate,-15000000.0,22000000.0,-22000000.0,42000000.0
1000,EL,totalCashFromOperatingActivities,-81000000.0,854000000.0,799000000.0,1620000000.0
1001,EL,depreciation,183000000.0,176000000.0,159000000.0,160000000.0
1002,EL,otherCashflowsFromInvestingActivities,58000000.0,23000000.0,-42000000.0,-21000000.0
1003,EL,dividendsPaid,-192000000.0,-192000000.0,-193000000.0,-194000000.0
1004,EL,changeToInventory,-178000000.0,-153000000.0,-54000000.0,161000000.0
1005,EL,changeToAccountReceivables,-583000000.0,108000000.0,214000000.0,-113000000.0
1006,EL,changeToNetincome,40000000.0,-855000000.0,188000000.0,188000000.0
1007,EL,capitalExpenditures,-205000000.0,-251000000.0,-136000000.0,-134000000.0
1008,EL,otherCashflowsFromFinancingActivities,,-5000000.0,-7000000.0,-2000000.0
1009,EXPD,changeToLiabilities,817535000.0,274622000.0,312743000.0,334010000.0
1010,EXPD,totalCashflowsFromInvestingActivities,-10027000.0,-6401000.0,-8425000.0,-9571000.0
1011,EXPD,netBorrowings,7479000.0,7479000.0,7479000.0,7479000.0
1012,EXPD,totalCashFromFinancingActivities,-13786000.0,-152041000.0,-67515000.0,-93947000.0
1013,EXPD,changeToOperatingActivities,-343816000.0,-149218000.0,-72746000.0,-76948000.0
1014,EXPD,issuanceOfStock,56965000.0,22711000.0,19757000.0,12329000.0
1015,EXPD,netIncome,359068000.0,316372000.0,287220000.0,198620000.0
1016,EXPD,changeInCash,145985000.0,-119272000.0,265602000.0,62281000.0
1017,EXPD,repurchaseOfStock,-76599000.0,-76365000.0,-87272000.0,-18162000.0
1018,EXPD,effectOfExchangeRate,-7573000.0,8699000.0,-14202000.0,24107000.0
1019,EXPD,totalCashFromOperatingActivities,177371000.0,30471000.0,355744000.0,141692000.0
1020,EXPD,depreciation,12753000.0,12675000.0,12987000.0,14339000.0
1021,EXPD,otherCashflowsFromInvestingActivities,-157000.0,138000.0,-34000.0,553000.0
1022,EXPD,changeToAccountReceivables,-714300000.0,-410783000.0,-252914000.0,-372753000.0
1023,EXPD,otherCashflowsFromFinancingActivities,-1631000.0,-1631000.0,-1631000.0,-1631000.0
1024,EXPD,changeToNetincome,12753000.0,34797000.0,21816000.0,25278000.0
1025,EXPD,capitalExpenditures,-9870000.0,-6539000.0,-8391000.0,-10124000.0
1026,EXPD,dividendsPaid,,-98387000.0,-98387000.0,-88114000.0
1027,FAST,changeToLiabilities,20800000.0,21000000.0,8100000.0,-3400000.0
1028,FAST,totalCashflowsFromInvestingActivities,-45600000.0,-31500000.0,-29900000.0,-42900000.0
1029,FAST,netBorrowings,-40000000.0,-40000000.0,-40000000.0,-40000000.0
1030,FAST,totalCashFromFinancingActivities,-190200000.0,-153800000.0,-154200000.0,-370500000.0
1031,FAST,changeToOperatingActivities,-14400000.0,-10400000.0,10100000.0,-6100000.0
1032,FAST,issuanceOfStock,10800000.0,7000000.0,6600000.0,2700000.0
1033,FAST,netIncome,243500000.0,239700000.0,210600000.0,196100000.0
1034,FAST,changeInCash,-71300000.0,-12100000.0,88200000.0,-86100000.0
1035,FAST,effectOfExchangeRate,-2900000.0,1700000.0,-2500000.0,6300000.0
1036,FAST,totalCashFromOperatingActivities,167400000.0,171500000.0,274800000.0,321000000.0
1037,FAST,depreciation,42800000.0,42300000.0,42000000.0,42000000.0
1038,FAST,otherCashflowsFromInvestingActivities,-100000.0,-100000.0,100000.0,-300000.0
1039,FAST,dividendsPaid,-161000000.0,-160800000.0,-160800000.0,-143657143.0
1040,FAST,changeToInventory,-77100000.0,-20500000.0,31100000.0,13200000.0
1041,FAST,changeToAccountReceivables,-44200000.0,-55900000.0,-82100000.0,69100000.0
1042,FAST,changeToNetincome,4100000.0,1100000.0,1100000.0,2200000.0
1043,FAST,capitalExpenditures,-47400000.0,-34600000.0,-32700000.0,-44600000.0
1044,FB,investments,11843000000.0,4153000000.0,-3264000000.0,-600000000.0
1045,FB,changeToLiabilities,976000000.0,772000000.0,119000000.0,-244000000.0
1046,FB,totalCashflowsFromInvestingActivities,5829000000.0,-330000000.0,-8195000000.0,-4874000000.0
1047,FB,netBorrowings,-173000000.0,-219000000.0,-70000000.0,-201000000.0
1048,FB,totalCashFromFinancingActivities,-21742000000.0,-15252000000.0,-8549000000.0,-5185000000.0
1049,FB,changeToOperatingActivities,3678000000.0,1166000000.0,-643000000.0,-2014000000.0
1050,FB,netIncome,10285000000.0,9194000000.0,10394000000.0,9497000000.0
1051,FB,changeInCash,2061000000.0,-1707000000.0,-3380000000.0,1937000000.0
1052,FB,repurchaseOfStock,-21569000000.0,-15033000000.0,-8434000000.0,-5016000000.0
1053,FB,effectOfExchangeRate,-130000000.0,-215000000.0,117000000.0,-246000000.0
1054,FB,totalCashFromOperatingActivities,18104000000.0,14090000000.0,13247000000.0,12242000000.0
1055,FB,depreciation,2014000000.0,1995000000.0,1986000000.0,1972000000.0
1056,FB,otherCashflowsFromInvestingActivities,-124000000.0,-98000000.0,-60000000.0,-2000000.0
1057,FB,changeToAccountReceivables,-2038000000.0,-555000000.0,-1366000000.0,849000000.0
1058,FB,changeToNetincome,3189000000.0,1519000000.0,2756000000.0,2182000000.0
1059,FB,capitalExpenditures,-5369000000.0,-4314000000.0,-4612000000.0,-4272000000.0
1060,FB,otherCashflowsFromFinancingActivities,,,-45000000.0,32000000.0
1061,FDX,changeToLiabilities,34000000.0,-1616000000.0,-63000000.0,-178000000.0
1062,FDX,totalCashflowsFromInvestingActivities,-1562000000.0,-1550000000.0,-1671000000.0,-1527000000.0
1063,FDX,netBorrowings,-8000000.0,-64000000.0,-2971000000.0,-30000000.0
1064,FDX,totalCashFromFinancingActivities,-379000000.0,-730000000.0,-2911000000.0,-152000000.0
1065,FDX,changeToOperatingActivities,-75000000.0,-215000000.0,-1546000000.0,-136000000.0
1066,FDX,issuanceOfStock,27000000.0,84000000.0,258000000.0,51000000.0
1067,FDX,netIncome,1044000000.0,1112000000.0,1868000000.0,892000000.0
1068,FDX,changeInCash,-20000000.0,-234000000.0,-1769000000.0,517000000.0
1069,FDX,repurchaseOfStock,-199000000.0,-549000000.0,-549000000.0,-549000000.0
1070,FDX,effectOfExchangeRate,-77000000.0,-38000000.0,70000000.0,34000000.0
1071,FDX,totalCashFromOperatingActivities,1998000000.0,2084000000.0,2743000000.0,2162000000.0
1072,FDX,depreciation,995000000.0,971000000.0,975000000.0,956000000.0
1073,FDX,dividendsPaid,-200000000.0,-200000000.0,-173000000.0,-172000000.0
1074,FDX,changeToAccountReceivables,-1245000000.0,726000000.0,1187000000.0,-87000000.0
1075,FDX,otherCashflowsFromFinancingActivities,1000000.0,-1000000.0,-25000000.0,-1000000.0
1076,FDX,changeToNetincome,1245000000.0,1106000000.0,322000000.0,715000000.0
1077,FDX,capitalExpenditures,-1573000000.0,-1570000000.0,-1682000000.0,-1376000000.0
1078,FLT,changeToLiabilities,-62868000.0,133867000.0,142167000.0,202862000.0
1079,FLT,totalCashflowsFromInvestingActivities,-94143000.0,-458748000.0,-99796000.0,-63244000.0
1080,FLT,netBorrowings,314938000.0,614920000.0,644092000.0,116650000.0
1081,FLT,totalCashFromFinancingActivities,-235297000.0,220552000.0,375252000.0,-16579000.0
1082,FLT,changeToOperatingActivities,581000.0,82959000.0,72076000.0,63878000.0
1083,FLT,issuanceOfStock,622000.0,12238000.0,8576000.0,27345000.0
1084,FLT,netIncome,225004000.0,234007000.0,196247000.0,184239000.0
1085,FLT,changeInCash,241758000.0,-50366000.0,627781000.0,-45097000.0
1086,FLT,repurchaseOfStock,-533445000.0,-405692000.0,-254544000.0,-162041000.0
1087,FLT,effectOfExchangeRate,-24524000.0,-55269000.0,73733000.0,-43124000.0
1088,FLT,totalCashFromOperatingActivities,595722000.0,243099000.0,278592000.0,77850000.0
1089,FLT,depreciation,77391000.0,73411000.0,68470000.0,64924000.0
1090,FLT,changeToAccountReceivables,291756000.0,-314326000.0,-237981000.0,-468593000.0
1091,FLT,otherCashflowsFromFinancingActivities,-17412000.0,-914000.0,-22872000.0,1467000.0
1092,FLT,changeToNetincome,61930000.0,31526000.0,35836000.0,29069000.0
1093,FLT,capitalExpenditures,-37075000.0,-28690000.0,-26239000.0,-19526000.0
1094,FLT,otherCashflowsFromInvestingActivities,,,-2281000.0,-2281000.0
1095,FRC,investments,-1328091000.0,-1008115000.0,-2533320000.0,335139000.0
1096,FRC,changeToLiabilities,0.0,0.0,0.0,0.0
1097,FRC,totalCashflowsFromInvestingActivities,-6606743000.0,-6305262000.0,-8323245000.0,-7542199000.0
1098,FRC,netBorrowings,-1300000000.0,-1505000000.0,-1250000000.0,-1755000000.0
1099,FRC,totalCashFromFinancingActivities,10470337000.0,5140422000.0,12586367000.0,8833050000.0
1100,FRC,changeToOperatingActivities,58976000.0,-96887000.0,-207802000.0,-44993000.0
1101,FRC,issuanceOfStock,449853000.0,7234000.0,338314000.0,231808000.0
1102,FRC,netIncome,369687000.0,373106000.0,334833000.0,295560000.0
1103,FRC,changeInCash,4402495000.0,-1012540000.0,3794738000.0,1403605000.0
